frame,object_id,prompt_class,iou,precision,recall,detected
000101,1,object_1,0.0,0.0,0.0,True
000101,2,object_2,0.0,0.0,0.0,False
000101,3,object_3,0.0,0.0,0.0,True
000101,4,object_4,0.0,0.0,0.0,True
000101,5,object_5,0.0,0.0,0.0,False
000101,6,object_6,0.0,0.0,0.0,True
000102,1,object_1,0.0,0.0,0.0,True
000102,2,object_2,0.0,0.0,0.0,False
000102,3,object_3,0.0,0.0,0.0,True
000102,4,object_4,0.0,0.0,0.0,True
000102,5,object_5,0.0,0.0,0.0,False
000102,6,object_6,0.0,0.0,0.0,True
000103,1,object_1,0.0,0.0,0.0,True
000103,2,object_2,0.0,0.0,0.0,False
000103,3,object_3,0.0,0.0,0.0,True
000103,4,object_4,0.0,0.0,0.0,True
000103,5,object_5,0.0,0.0,0.0,False
000103,6,object_6,0.0,0.0,0.0,True
000104,1,object_1,0.0,0.0,0.0,True
000104,2,object_2,0.0,0.0,0.0,False
000104,3,object_3,0.0,0.0,0.0,True
000104,4,object_4,0.0,0.0,0.0,True
000104,5,object_5,0.0,0.0,0.0,False
000104,6,object_6,0.0,0.0,0.0,True
000105,1,object_1,0.0,0.0,0.0,True
000105,2,object_2,0.0,0.0,0.0,False
000105,3,object_3,0.0,0.0,0.0,True
000105,4,object_4,0.0,0.0,0.0,True
000105,5,object_5,0.0,0.0,0.0,False
000105,6,object_6,0.0,0.0,0.0,True
000106,1,object_1,0.0,0.0,0.0,True
000106,2,object_2,0.0,0.0,0.0,False
000106,3,object_3,0.0,0.0,0.0,True
000106,4,object_4,0.0,0.0,0.0,True
000106,5,object_5,0.0,0.0,0.0,False
000106,6,object_6,0.0,0.0,0.0,True
000107,1,object_1,0.0,0.0,0.0,True
000107,2,object_2,0.0,0.0,0.0,False
000107,3,object_3,0.0,0.0,0.0,True
000107,4,object_4,0.0,0.0,0.0,True
000107,5,object_5,0.0,0.0,0.0,False
000107,6,object_6,0.0,0.0,0.0,True
000108,1,object_1,0.0,0.0,0.0,True
000108,2,object_2,0.0,0.0,0.0,False
000108,3,object_3,0.0,0.0,0.0,True
000108,4,object_4,0.0,0.0,0.0,True
000108,5,object_5,0.0,0.0,0.0,False
000108,6,object_6,0.0,0.0,0.0,True
000109,1,object_1,0.0,0.0,0.0,True
000109,2,object_2,0.0,0.0,0.0,False
000109,3,object_3,0.0,0.0,0.0,True
000109,4,object_4,0.0,0.0,0.0,True
000109,5,object_5,0.0,0.0,0.0,False
000109,6,object_6,0.0,0.0,0.0,True
000110,1,object_1,0.0,0.0,0.0,True
000110,2,object_2,0.0,0.0,0.0,False
000110,3,object_3,0.0,0.0,0.0,True
000110,4,object_4,0.0,0.0,0.0,True
000110,5,object_5,0.0,0.0,0.0,False
000110,6,object_6,0.0,0.0,0.0,True
000111,1,object_1,0.0,0.0,0.0,True
000111,2,object_2,0.0,0.0,0.0,False
000111,3,object_3,0.0,0.0,0.0,True
000111,4,object_4,0.0,0.0,0.0,True
000111,5,object_5,0.0,0.0,0.0,False
000111,6,object_6,0.0,0.0,0.0,True
000112,1,object_1,0.0,0.0,0.0,True
000112,2,object_2,0.0,0.0,0.0,False
000112,3,object_3,0.0,0.0,0.0,True
000112,4,object_4,0.0,0.0,0.0,True
000112,5,object_5,0.0,0.0,0.0,False
000112,6,object_6,0.0,0.0,0.0,True
000113,1,object_1,0.0,0.0,0.0,True
000113,2,object_2,0.0,0.0,0.0,False
000113,3,object_3,0.0,0.0,0.0,True
000113,4,object_4,0.0,0.0,0.0,True
000113,5,object_5,0.0,0.0,0.0,False
000113,6,object_6,0.0,0.0,0.0,True
000114,1,object_1,0.0,0.0,0.0,True
000114,2,object_2,0.0,0.0,0.0,False
000114,3,object_3,0.0,0.0,0.0,True
000114,4,object_4,0.0,0.0,0.0,True
000114,5,object_5,0.0,0.0,0.0,False
000114,6,object_6,0.0,0.0,0.0,True
000115,1,object_1,0.0,0.0,0.0,True
000115,2,object_2,0.0,0.0,0.0,False
000115,3,object_3,0.0,0.0,0.0,True
000115,4,object_4,0.0,0.0,0.0,True
000115,5,object_5,0.0,0.0,0.0,False
000115,6,object_6,0.0,0.0,0.0,True
000116,1,object_1,0.0,0.0,0.0,True
000116,2,object_2,0.0,0.0,0.0,False
000116,3,object_3,0.0,0.0,0.0,True
000116,4,object_4,0.0,0.0,0.0,True
000116,5,object_5,0.0,0.0,0.0,False
000116,6,object_6,0.0,0.0,0.0,True
000117,1,object_1,0.0,0.0,0.0,True
000117,2,object_2,0.0,0.0,0.0,False
000117,3,object_3,0.0,0.0,0.0,True
000117,4,object_4,0.0,0.0,0.0,True
000117,5,object_5,0.0,0.0,0.0,False
000117,6,object_6,0.0,0.0,0.0,True
000118,1,object_1,0.0,0.0,0.0,True
000118,2,object_2,0.0,0.0,0.0,False
000118,3,object_3,0.0,0.0,0.0,True
000118,4,object_4,0.0,0.0,0.0,True
000118,5,object_5,0.0,0.0,0.0,False
000118,6,object_6,0.0,0.0,0.0,True
000119,1,object_1,0.0,0.0,0.0,True
000119,2,object_2,0.0,0.0,0.0,False
000119,3,object_3,0.0,0.0,0.0,True
000119,4,object_4,0.0,0.0,0.0,True
000119,5,object_5,0.0,0.0,0.0,False
000119,6,object_6,0.0,0.0,0.0,True
000120,1,object_1,0.0,0.0,0.0,True
000120,2,object_2,0.0,0.0,0.0,False
000120,3,object_3,0.0,0.0,0.0,True
000120,4,object_4,0.0,0.0,0.0,True
000120,5,object_5,0.0,0.0,0.0,False
000120,6,object_6,0.0,0.0,0.0,True
000121,1,object_1,0.0,0.0,0.0,True
000121,2,object_2,0.0,0.0,0.0,False
000121,3,object_3,0.0,0.0,0.0,True
000121,4,object_4,0.0,0.0,0.0,True
000121,5,object_5,0.0,0.0,0.0,False
000121,6,object_6,0.0,0.0,0.0,True
000122,1,object_1,0.0,0.0,0.0,True
000122,2,object_2,0.0,0.0,0.0,False
000122,3,object_3,0.0,0.0,0.0,True
000122,4,object_4,0.0,0.0,0.0,True
000122,5,object_5,0.0,0.0,0.0,False
000122,6,object_6,0.0,0.0,0.0,True
000123,1,object_1,0.0,0.0,0.0,True
000123,2,object_2,0.0,0.0,0.0,False
000123,3,object_3,0.0,0.0,0.0,True
000123,4,object_4,0.0,0.0,0.0,True
000123,5,object_5,0.0,0.0,0.0,False
000123,6,object_6,0.0,0.0,0.0,True
000124,1,object_1,0.0,0.0,0.0,True
000124,2,object_2,0.0,0.0,0.0,False
000124,3,object_3,0.0,0.0,0.0,True
000124,4,object_4,0.0,0.0,0.0,True
000124,5,object_5,0.0,0.0,0.0,False
000124,6,object_6,0.0,0.0,0.0,True
000125,1,object_1,0.0,0.0,0.0,True
000125,2,object_2,0.0,0.0,0.0,False
000125,3,object_3,0.0,0.0,0.0,True
000125,4,object_4,0.0,0.0,0.0,True
000125,5,object_5,0.0,0.0,0.0,False
000125,6,object_6,0.0,0.0,0.0,True
000126,1,object_1,0.0,0.0,0.0,True
000126,2,object_2,0.0,0.0,0.0,False
000126,3,object_3,0.0,0.0,0.0,True
000126,4,object_4,0.0,0.0,0.0,True
000126,5,object_5,0.0,0.0,0.0,False
000126,6,object_6,0.0,0.0,0.0,True
000127,1,object_1,0.0,0.0,0.0,True
000127,2,object_2,0.0,0.0,0.0,False
000127,3,object_3,0.0,0.0,0.0,True
000127,4,object_4,0.0,0.0,0.0,True
000127,5,object_5,0.0,0.0,0.0,False
000127,6,object_6,0.0,0.0,0.0,True
000128,1,object_1,0.0,0.0,0.0,True
000128,2,object_2,0.0,0.0,0.0,False
000128,3,object_3,0.0,0.0,0.0,True
000128,4,object_4,0.0,0.0,0.0,True
000128,5,object_5,0.0,0.0,0.0,False
000128,6,object_6,0.0,0.0,0.0,True
000129,1,object_1,0.0,0.0,0.0,True
000129,2,object_2,0.0,0.0,0.0,False
000129,3,object_3,0.0,0.0,0.0,True
000129,4,object_4,0.0,0.0,0.0,True
000129,5,object_5,0.0,0.0,0.0,False
000129,6,object_6,0.0,0.0,0.0,True
000130,1,object_1,0.0,0.0,0.0,True
000130,2,object_2,0.0,0.0,0.0,False
000130,3,object_3,0.0,0.0,0.0,True
000130,4,object_4,0.0,0.0,0.0,True
000130,5,object_5,0.0,0.0,0.0,False
000130,6,object_6,0.0,0.0,0.0,True
000131,1,object_1,0.0,0.0,0.0,True
000131,2,object_2,0.0,0.0,0.0,False
000131,3,object_3,0.0,0.0,0.0,True
000131,4,object_4,0.0,0.0,0.0,True
000131,5,object_5,0.0,0.0,0.0,False
000131,6,object_6,0.0,0.0,0.0,True
000132,1,object_1,0.0,0.0,0.0,True
000132,2,object_2,0.0,0.0,0.0,False
000132,3,object_3,0.0,0.0,0.0,True
000132,4,object_4,0.0,0.0,0.0,True
000132,5,object_5,0.0,0.0,0.0,False
000132,6,object_6,0.0,0.0,0.0,True
000133,1,object_1,0.0,0.0,0.0,True
000133,2,object_2,0.0,0.0,0.0,False
000133,3,object_3,0.0,0.0,0.0,True
000133,4,object_4,0.0,0.0,0.0,True
000133,5,object_5,0.0,0.0,0.0,False
000133,6,object_6,0.0,0.0,0.0,True
000134,1,object_1,0.0,0.0,0.0,True
000134,2,object_2,0.0,0.0,0.0,False
000134,3,object_3,0.0,0.0,0.0,True
000134,4,object_4,0.0,0.0,0.0,True
000134,5,object_5,0.0,0.0,0.0,False
000134,6,object_6,0.0,0.0,0.0,True
000135,1,object_1,0.0,0.0,0.0,True
000135,2,object_2,0.0,0.0,0.0,False
000135,3,object_3,0.0,0.0,0.0,True
000135,4,object_4,0.0,0.0,0.0,True
000135,5,object_5,0.0,0.0,0.0,False
000135,6,object_6,0.0,0.0,0.0,True
000136,1,object_1,0.0,0.0,0.0,True
000136,2,object_2,0.0,0.0,0.0,False
000136,3,object_3,0.0,0.0,0.0,True
000136,4,object_4,0.0,0.0,0.0,True
000136,5,object_5,0.0,0.0,0.0,False
000136,6,object_6,0.0,0.0,0.0,True
000137,1,object_1,0.0,0.0,0.0,True
000137,2,object_2,0.0,0.0,0.0,False
000137,3,object_3,0.0,0.0,0.0,True
000137,4,object_4,0.0,0.0,0.0,True
000137,5,object_5,0.0,0.0,0.0,False
000137,6,object_6,0.0,0.0,0.0,True
000138,1,object_1,0.0,0.0,0.0,True
000138,2,object_2,0.0,0.0,0.0,False
000138,3,object_3,0.0,0.0,0.0,True
000138,4,object_4,0.0,0.0,0.0,True
000138,5,object_5,0.0,0.0,0.0,False
000138,6,object_6,0.0,0.0,0.0,True
000139,1,object_1,0.0,0.0,0.0,True
000139,2,object_2,0.0,0.0,0.0,False
000139,3,object_3,0.0,0.0,0.0,True
000139,4,object_4,0.0,0.0,0.0,True
000139,5,object_5,0.0,0.0,0.0,False
000139,6,object_6,0.0,0.0,0.0,True
000140,1,object_1,0.0,0.0,0.0,True
000140,2,object_2,0.0,0.0,0.0,False
000140,3,object_3,0.0,0.0,0.0,True
000140,4,object_4,0.0,0.0,0.0,True
000140,5,object_5,0.0,0.0,0.0,False
000140,6,object_6,0.0,0.0,0.0,True
000141,1,object_1,0.0,0.0,0.0,True
000141,2,object_2,0.0,0.0,0.0,False
000141,3,object_3,0.0,0.0,0.0,True
000141,4,object_4,0.0,0.0,0.0,True
000141,5,object_5,0.0,0.0,0.0,False
000141,6,object_6,0.0,0.0,0.0,True
000142,1,object_1,0.0,0.0,0.0,True
000142,2,object_2,0.0,0.0,0.0,False
000142,3,object_3,0.0,0.0,0.0,True
000142,4,object_4,0.0,0.0,0.0,True
000142,5,object_5,0.0,0.0,0.0,False
000142,6,object_6,0.0,0.0,0.0,True
000143,1,object_1,0.0,0.0,0.0,True
000143,2,object_2,0.0,0.0,0.0,False
000143,3,object_3,0.0,0.0,0.0,True
000143,4,object_4,0.0,0.0,0.0,True
000143,5,object_5,0.0,0.0,0.0,False
000143,6,object_6,0.0,0.0,0.0,True
000144,1,object_1,0.0,0.0,0.0,True
000144,2,object_2,0.0,0.0,0.0,False
000144,3,object_3,0.0,0.0,0.0,True
000144,4,object_4,0.0,0.0,0.0,True
000144,5,object_5,0.0,0.0,0.0,False
000144,6,object_6,0.0,0.0,0.0,True
000145,1,object_1,0.0,0.0,0.0,True
000145,2,object_2,0.0,0.0,0.0,False
000145,3,object_3,0.0,0.0,0.0,True
000145,4,object_4,0.0,0.0,0.0,True
000145,5,object_5,0.0,0.0,0.0,False
000145,6,object_6,0.0,0.0,0.0,True
000146,1,object_1,0.0,0.0,0.0,True
000146,2,object_2,0.0,0.0,0.0,False
000146,3,object_3,0.0,0.0,0.0,True
000146,4,object_4,0.0,0.0,0.0,True
000146,5,object_5,0.0,0.0,0.0,False
000146,6,object_6,0.0,0.0,0.0,True
000147,1,object_1,0.0,0.0,0.0,True
000147,2,object_2,0.0,0.0,0.0,False
000147,3,object_3,0.0,0.0,0.0,True
000147,4,object_4,0.0,0.0,0.0,True
000147,5,object_5,0.0,0.0,0.0,False
000147,6,object_6,0.0,0.0,0.0,True
000148,1,object_1,0.0,0.0,0.0,True
000148,2,object_2,0.0,0.0,0.0,False
000148,3,object_3,0.0,0.0,0.0,True
000148,4,object_4,0.0,0.0,0.0,True
000148,5,object_5,0.0,0.0,0.0,False
000148,6,object_6,0.0,0.0,0.0,True
000149,1,object_1,0.0,0.0,0.0,True
000149,2,object_2,0.0,0.0,0.0,False
000149,3,object_3,0.0,0.0,0.0,True
000149,4,object_4,0.0,0.0,0.0,True
000149,5,object_5,0.0,0.0,0.0,False
000149,6,object_6,0.0,0.0,0.0,True
000150,1,object_1,0.0,0.0,0.0,True
000150,2,object_2,0.0,0.0,0.0,False
000150,3,object_3,0.0,0.0,0.0,True
000150,4,object_4,0.0,0.0,0.0,True
000150,5,object_5,0.0,0.0,0.0,False
000150,6,object_6,0.0,0.0,0.0,True
000151,1,object_1,0.0,0.0,0.0,True
000151,2,object_2,0.0,0.0,0.0,False
000151,3,object_3,0.0,0.0,0.0,True
000151,4,object_4,0.0,0.0,0.0,True
000151,5,object_5,0.0,0.0,0.0,False
000151,6,object_6,0.0,0.0,0.0,True
000152,1,object_1,0.0,0.0,0.0,True
000152,2,object_2,0.0,0.0,0.0,False
000152,3,object_3,0.0,0.0,0.0,True
000152,4,object_4,0.0,0.0,0.0,True
000152,5,object_5,0.0,0.0,0.0,False
000152,6,object_6,0.0,0.0,0.0,True
000153,1,object_1,0.0,0.0,0.0,True
000153,2,object_2,0.0,0.0,0.0,False
000153,3,object_3,0.0,0.0,0.0,True
000153,4,object_4,0.0,0.0,0.0,True
000153,5,object_5,0.0,0.0,0.0,False
000153,6,object_6,0.0,0.0,0.0,True
000154,1,object_1,0.0,0.0,0.0,True
000154,2,object_2,0.0,0.0,0.0,False
000154,3,object_3,0.0,0.0,0.0,True
000154,4,object_4,0.0,0.0,0.0,True
000154,5,object_5,0.0,0.0,0.0,False
000154,6,object_6,0.0,0.0,0.0,True
000155,1,object_1,0.0,0.0,0.0,True
000155,2,object_2,0.0,0.0,0.0,False
000155,3,object_3,0.0,0.0,0.0,True
000155,4,object_4,0.0,0.0,0.0,True
000155,5,object_5,0.0,0.0,0.0,False
000155,6,object_6,0.0,0.0,0.0,True
000156,1,object_1,0.0,0.0,0.0,True
000156,2,object_2,0.0,0.0,0.0,False
000156,3,object_3,0.0,0.0,0.0,True
000156,4,object_4,0.0,0.0,0.0,True
000156,5,object_5,0.0,0.0,0.0,False
000156,6,object_6,0.0,0.0,0.0,True
000157,1,object_1,0.0,0.0,0.0,True
000157,2,object_2,0.0,0.0,0.0,False
000157,3,object_3,0.0,0.0,0.0,True
000157,4,object_4,0.0,0.0,0.0,True
000157,5,object_5,0.0,0.0,0.0,False
000157,6,object_6,0.0,0.0,0.0,True
000158,1,object_1,0.0,0.0,0.0,True
000158,2,object_2,0.0,0.0,0.0,False
000158,3,object_3,0.0,0.0,0.0,True
000158,4,object_4,0.0,0.0,0.0,True
000158,5,object_5,0.0,0.0,0.0,False
000158,6,object_6,0.0,0.0,0.0,True
000159,1,object_1,0.0,0.0,0.0,True
000159,2,object_2,0.0,0.0,0.0,False
000159,3,object_3,0.0,0.0,0.0,True
000159,4,object_4,0.0,0.0,0.0,True
000159,5,object_5,0.0,0.0,0.0,False
000159,6,object_6,0.0,0.0,0.0,True
000160,1,object_1,0.0,0.0,0.0,True
000160,2,object_2,0.0,0.0,0.0,False
000160,3,object_3,0.0,0.0,0.0,True
000160,4,object_4,0.0,0.0,0.0,True
000160,5,object_5,0.0,0.0,0.0,False
000160,6,object_6,0.0,0.0,0.0,True
000161,1,object_1,0.0,0.0,0.0,True
000161,2,object_2,0.0,0.0,0.0,False
000161,3,object_3,0.0,0.0,0.0,True
000161,4,object_4,0.0,0.0,0.0,True
000161,5,object_5,0.0,0.0,0.0,False
000161,6,object_6,0.0,0.0,0.0,True
000162,1,object_1,0.0,0.0,0.0,True
000162,2,object_2,0.0,0.0,0.0,False
000162,3,object_3,0.0,0.0,0.0,True
000162,4,object_4,0.0,0.0,0.0,True
000162,5,object_5,0.0,0.0,0.0,False
000162,6,object_6,0.0,0.0,0.0,True
000163,1,object_1,0.0,0.0,0.0,True
000163,2,object_2,0.0,0.0,0.0,False
000163,3,object_3,0.0,0.0,0.0,True
000163,4,object_4,0.0,0.0,0.0,True
000163,5,object_5,0.0,0.0,0.0,False
000163,6,object_6,0.0,0.0,0.0,True
000164,1,object_1,0.0,0.0,0.0,True
000164,2,object_2,0.0,0.0,0.0,False
000164,3,object_3,0.0,0.0,0.0,True
000164,4,object_4,0.0,0.0,0.0,True
000164,5,object_5,0.0,0.0,0.0,False
000164,6,object_6,0.0,0.0,0.0,True
000165,1,object_1,0.0,0.0,0.0,True
000165,2,object_2,0.0,0.0,0.0,False
000165,3,object_3,0.0,0.0,0.0,True
000165,4,object_4,0.0,0.0,0.0,True
000165,5,object_5,0.0,0.0,0.0,False
000165,6,object_6,0.0,0.0,0.0,True
000166,1,object_1,0.0,0.0,0.0,True
000166,2,object_2,0.0,0.0,0.0,False
000166,3,object_3,0.0,0.0,0.0,True
000166,4,object_4,0.0,0.0,0.0,True
000166,5,object_5,0.0,0.0,0.0,False
000166,6,object_6,0.0,0.0,0.0,True
000167,1,object_1,0.0,0.0,0.0,True
000167,2,object_2,0.0,0.0,0.0,False
000167,3,object_3,0.0,0.0,0.0,True
000167,4,object_4,0.0,0.0,0.0,True
000167,5,object_5,0.0,0.0,0.0,False
000167,6,object_6,0.0,0.0,0.0,True
000168,1,object_1,0.0,0.0,0.0,True
000168,2,object_2,0.0,0.0,0.0,False
000168,3,object_3,0.0,0.0,0.0,True
000168,4,object_4,0.0,0.0,0.0,True
000168,5,object_5,0.0,0.0,0.0,False
000168,6,object_6,0.0,0.0,0.0,True
000169,1,object_1,0.0,0.0,0.0,True
000169,2,object_2,0.0,0.0,0.0,False
000169,3,object_3,0.0,0.0,0.0,True
000169,4,object_4,0.0,0.0,0.0,True
000169,5,object_5,0.0,0.0,0.0,False
000169,6,object_6,0.0,0.0,0.0,True
000170,1,object_1,0.0,0.0,0.0,True
000170,2,object_2,0.0,0.0,0.0,False
000170,3,object_3,0.0,0.0,0.0,True
000170,4,object_4,0.0,0.0,0.0,True
000170,5,object_5,0.0,0.0,0.0,False
000170,6,object_6,0.0,0.0,0.0,True
000171,1,object_1,0.0,0.0,0.0,True
000171,2,object_2,0.0,0.0,0.0,False
000171,3,object_3,0.0,0.0,0.0,True
000171,4,object_4,0.0,0.0,0.0,True
000171,5,object_5,0.0,0.0,0.0,False
000171,6,object_6,0.0,0.0,0.0,True
000172,1,object_1,0.0,0.0,0.0,True
000172,2,object_2,0.0,0.0,0.0,False
000172,3,object_3,0.0,0.0,0.0,True
000172,4,object_4,0.0,0.0,0.0,True
000172,5,object_5,0.0,0.0,0.0,False
000172,6,object_6,0.0,0.0,0.0,True
000173,1,object_1,0.0,0.0,0.0,True
000173,2,object_2,0.0,0.0,0.0,False
000173,3,object_3,0.0,0.0,0.0,True
000173,4,object_4,0.0,0.0,0.0,True
000173,5,object_5,0.0,0.0,0.0,False
000173,6,object_6,0.0,0.0,0.0,True
000174,1,object_1,0.0,0.0,0.0,True
000174,2,object_2,0.0,0.0,0.0,False
000174,3,object_3,0.0,0.0,0.0,True
000174,4,object_4,0.0,0.0,0.0,True
000174,5,object_5,0.0,0.0,0.0,False
000174,6,object_6,0.0,0.0,0.0,True
000175,1,object_1,0.0,0.0,0.0,True
000175,2,object_2,0.0,0.0,0.0,False
000175,3,object_3,0.0,0.0,0.0,True
000175,4,object_4,0.0,0.0,0.0,True
000175,5,object_5,0.0,0.0,0.0,False
000175,6,object_6,0.0,0.0,0.0,True
000176,1,object_1,0.0,0.0,0.0,True
000176,2,object_2,0.0,0.0,0.0,False
000176,3,object_3,0.0,0.0,0.0,True
000176,4,object_4,0.0,0.0,0.0,True
000176,5,object_5,0.0,0.0,0.0,False
000176,6,object_6,0.0,0.0,0.0,True
000177,1,object_1,0.0,0.0,0.0,True
000177,2,object_2,0.0,0.0,0.0,False
000177,3,object_3,0.0,0.0,0.0,True
000177,4,object_4,0.0,0.0,0.0,True
000177,5,object_5,0.0,0.0,0.0,False
000177,6,object_6,0.0,0.0,0.0,True
000178,1,object_1,0.0,0.0,0.0,True
000178,2,object_2,0.0,0.0,0.0,False
000178,3,object_3,0.0,0.0,0.0,True
000178,4,object_4,0.0,0.0,0.0,True
000178,5,object_5,0.0,0.0,0.0,False
000178,6,object_6,0.0,0.0,0.0,True
000179,1,object_1,0.0,0.0,0.0,True
000179,2,object_2,0.0,0.0,0.0,False
000179,3,object_3,0.0,0.0,0.0,True
000179,4,object_4,0.0,0.0,0.0,True
000179,5,object_5,0.0,0.0,0.0,False
000179,6,object_6,0.0,0.0,0.0,True
000180,1,object_1,0.0,0.0,0.0,True
000180,2,object_2,0.0,0.0,0.0,False
000180,3,object_3,0.0,0.0,0.0,True
000180,4,object_4,0.0,0.0,0.0,True
000180,5,object_5,0.0,0.0,0.0,False
000180,6,object_6,0.0,0.0,0.0,True
000181,1,object_1,0.0,0.0,0.0,True
000181,2,object_2,0.0,0.0,0.0,False
000181,3,object_3,0.0,0.0,0.0,True
000181,4,object_4,0.0,0.0,0.0,True
000181,5,object_5,0.0,0.0,0.0,False
000181,6,object_6,0.0,0.0,0.0,True
000182,1,object_1,0.0,0.0,0.0,True
000182,2,object_2,0.0,0.0,0.0,False
000182,3,object_3,0.0,0.0,0.0,True
000182,4,object_4,0.0,0.0,0.0,True
000182,5,object_5,0.0,0.0,0.0,False
000182,6,object_6,0.0,0.0,0.0,True
000183,1,object_1,0.0,0.0,0.0,True
000183,2,object_2,0.0,0.0,0.0,False
000183,3,object_3,0.0,0.0,0.0,True
000183,4,object_4,0.0,0.0,0.0,True
000183,5,object_5,0.0,0.0,0.0,False
000183,6,object_6,0.0,0.0,0.0,True
000184,1,object_1,0.0,0.0,0.0,True
000184,2,object_2,0.0,0.0,0.0,False
000184,3,object_3,0.0,0.0,0.0,True
000184,4,object_4,0.0,0.0,0.0,True
000184,5,object_5,0.0,0.0,0.0,False
000184,6,object_6,0.0,0.0,0.0,True
000185,1,object_1,0.0,0.0,0.0,True
000185,2,object_2,0.0,0.0,0.0,False
000185,3,object_3,0.0,0.0,0.0,True
000185,4,object_4,0.0,0.0,0.0,True
000185,5,object_5,0.0,0.0,0.0,False
000185,6,object_6,0.0,0.0,0.0,True
000186,1,object_1,0.0,0.0,0.0,True
000186,2,object_2,0.0,0.0,0.0,False
000186,3,object_3,0.0,0.0,0.0,True
000186,4,object_4,0.0,0.0,0.0,True
000186,5,object_5,0.0,0.0,0.0,False
000186,6,object_6,0.0,0.0,0.0,True
000187,1,object_1,0.0,0.0,0.0,True
000187,2,object_2,0.0,0.0,0.0,False
000187,3,object_3,0.0,0.0,0.0,True
000187,4,object_4,0.0,0.0,0.0,True
000187,5,object_5,0.0,0.0,0.0,False
000187,6,object_6,0.0,0.0,0.0,True
000188,1,object_1,0.0,0.0,0.0,True
000188,2,object_2,0.0,0.0,0.0,False
000188,3,object_3,0.0,0.0,0.0,True
000188,4,object_4,0.0,0.0,0.0,True
000188,5,object_5,0.0,0.0,0.0,False
000188,6,object_6,0.0,0.0,0.0,True
000189,1,object_1,0.0,0.0,0.0,True
000189,2,object_2,0.0,0.0,0.0,False
000189,3,object_3,0.0,0.0,0.0,True
000189,4,object_4,0.0,0.0,0.0,True
000189,5,object_5,0.0,0.0,0.0,False
000189,6,object_6,0.0,0.0,0.0,True
000190,1,object_1,0.0,0.0,0.0,True
000190,2,object_2,0.0,0.0,0.0,False
000190,3,object_3,0.0,0.0,0.0,True
000190,4,object_4,0.0,0.0,0.0,True
000190,5,object_5,0.0,0.0,0.0,False
000190,6,object_6,0.0,0.0,0.0,True
000191,1,object_1,0.0,0.0,0.0,True
000191,2,object_2,0.0,0.0,0.0,False
000191,3,object_3,0.0,0.0,0.0,True
000191,4,object_4,0.0,0.0,0.0,True
000191,5,object_5,0.0,0.0,0.0,False
000191,6,object_6,0.0,0.0,0.0,True
000192,1,object_1,0.0,0.0,0.0,True
000192,2,object_2,0.0,0.0,0.0,False
000192,3,object_3,0.0,0.0,0.0,True
000192,4,object_4,0.0,0.0,0.0,True
000192,5,object_5,0.0,0.0,0.0,False
000192,6,object_6,0.0,0.0,0.0,True
000193,1,object_1,0.0,0.0,0.0,True
000193,2,object_2,0.0,0.0,0.0,False
000193,3,object_3,0.0,0.0,0.0,True
000193,4,object_4,0.0,0.0,0.0,True
000193,5,object_5,0.0,0.0,0.0,False
000193,6,object_6,0.0,0.0,0.0,True
000194,1,object_1,0.0,0.0,0.0,True
000194,2,object_2,0.0,0.0,0.0,False
000194,3,object_3,0.0,0.0,0.0,True
000194,4,object_4,0.0,0.0,0.0,True
000194,5,object_5,0.0,0.0,0.0,False
000194,6,object_6,0.0,0.0,0.0,True
000195,1,object_1,0.0,0.0,0.0,True
000195,2,object_2,0.0,0.0,0.0,False
000195,3,object_3,0.0,0.0,0.0,True
000195,4,object_4,0.0,0.0,0.0,True
000195,5,object_5,0.0,0.0,0.0,False
000195,6,object_6,0.0,0.0,0.0,True
000196,1,object_1,0.0,0.0,0.0,True
000196,2,object_2,0.0,0.0,0.0,False
000196,3,object_3,0.0,0.0,0.0,True
000196,4,object_4,0.0,0.0,0.0,True
000196,5,object_5,0.0,0.0,0.0,False
000196,6,object_6,0.0,0.0,0.0,True
000197,1,object_1,0.0,0.0,0.0,True
000197,2,object_2,0.0,0.0,0.0,False
000197,3,object_3,0.0,0.0,0.0,True
000197,4,object_4,0.0,0.0,0.0,True
000197,5,object_5,0.0,0.0,0.0,False
000197,6,object_6,0.0,0.0,0.0,True
000198,1,object_1,0.0,0.0,0.0,True
000198,2,object_2,0.0,0.0,0.0,False
000198,3,object_3,0.0,0.0,0.0,True
000198,4,object_4,0.0,0.0,0.0,True
000198,5,object_5,0.0,0.0,0.0,False
000198,6,object_6,0.0,0.0,0.0,True
000199,1,object_1,0.0,0.0,0.0,True
000199,2,object_2,0.0,0.0,0.0,False
000199,3,object_3,0.0,0.0,0.0,True
000199,4,object_4,0.0,0.0,0.0,True
000199,5,object_5,0.0,0.0,0.0,False
000199,6,object_6,0.0,0.0,0.0,True
000200,1,object_1,0.0,0.0,0.0,True
000200,2,object_2,0.0,0.0,0.0,False
000200,3,object_3,0.0,0.0,0.0,True
000200,4,object_4,0.0,0.0,0.0,True
000200,5,object_5,0.0,0.0,0.0,False
000200,6,object_6,0.0,0.0,0.0,True
000201,1,object_1,0.0,0.0,0.0,True
000201,2,object_2,0.0,0.0,0.0,False
000201,3,object_3,0.0,0.0,0.0,True
000201,4,object_4,0.0,0.0,0.0,True
000201,5,object_5,0.0,0.0,0.0,False
000201,6,object_6,0.0,0.0,0.0,True
000202,1,object_1,0.0,0.0,0.0,True
